Source,Target
CG70,PL401
PL401,NFL23
CG7,PL652
PL652,NFL1
CG7,PL657
PL657,NFL22
CG156,PL671
PL671,NFL7
CG65,PL908
PL908,NFL31
CG173,PL923
PL923,NFL28
CG59,PL1158
PL1158,NFL12
CG153,PL1180
PL1180,NFL28
CG11,PL1408
PL1408,NFL6
CG59,PL1510
PL1510,NFL31
CG7,PL1679
PL1679,NFL11
CG36,PL1701
PL1701,NFL3
CG111,PL1906
PL1906,NFL18
CG160,PL1912
PL1912,NFL15
CG45,PL1940
PL1940,NFL14
CG19,PL1942
PL1942,NFL16
CG224,PL1944
PL1944,NFL0
CG128,PL2154
PL2154,NFL0
CG35,PL2172
PL2172,NFL23
CG143,PL2194
PL2194,NFL29
CG102,PL2198
PL2198,NFL21
CG94,PL2209
PL2209,NFL19
CG102,PL2404
PL2404,NFL23
CG19,PL2434
PL2434,NFL12
CG25,PL2446
PL2446,NFL15
CG26,PL2466
PL2466,NFL9
CG176,PL2493
PL2493,NFL17
CG226,PL2666
PL2666,NFL31
CG94,PL2668
PL2668,NFL10
CG107,PL2690
PL2690,NFL27
CG39,PL2711
PL2711,NFL21
CG58,PL2748
PL2748,NFL25
CG103,PL2923
PL2923,NFL15
CG202,PL2928
PL2928,NFL7
CG100,PL2935
PL2935,NFL24
CG132,PL2946
PL2946,NFL27
CG137,PL3015
PL3015,NFL23
CG220,PL3202
PL3202,NFL31
CG91,PL3212
PL3212,NFL29
CG49,PL3259
PL3259,NFL12
CG76,PL3277
PL3277,NFL11
CG4,PL3423
PL3423,NFL8
CG268,PL3464
PL3464,NFL1
CG132,PL3492
PL3492,NFL21
CG269,PL3496
PL3496,NFL25
CG167,PL3504
PL3504,NFL17
CG94,PL3690
PL3690,NFL19
CG63,PL3744
PL3744,NFL18
CG153,PL3757
PL3757,NFL21
CG55,PL3768
PL3768,NFL29
CG54,PL3774
PL3774,NFL24
CG61,PL3934
PL3934,NFL0
CG34,PL3953
PL3953,NFL22
CG68,PL3987
PL3987,NFL1
CG111,PL4050
PL4050,NFL11
CG235,PL4192
PL4192,NFL25
CG191,PL4196
PL4196,NFL26
CG86,PL4214
PL4214,NFL5
CG10,PL4218
PL4218,NFL24
CG8,PL4242
PL4242,NFL22
CG9,PL4252
PL4252,NFL25
CG96,PL4265
PL4265,NFL5
CG166,PL4267
PL4267,NFL12
CG132,PL4276
PL4276,NFL23
CG9,PL4470
PL4470,NFL2
CG7,PL4472
PL4472,NFL11
CG47,PL4558
PL4558,NFL9
CG166,PL4717
PL4717,NFL23
CG153,PL4781
PL4781,NFL10
CG32,PL4965
PL4965,NFL3
CG52,PL4972
PL4972,NFL11
CG32,PL4976
PL4976,NFL28
CG58,PL4991
PL4991,NFL27
CG86,PL4992
PL4992,NFL10
CG115,PL5009
PL5009,NFL21
CG9,PL5022
PL5022,NFL24
CG21,PL5053
PL5053,NFL1
CG220,PL5224
PL5224,NFL31
CG143,PL5230
PL5230,NFL3
CG303,PL5289
PL5289,NFL11
CG243,PL5317
PL5317,NFL24
CG49,PL5471
PL5471,NFL19
CG175,PL5502
PL5502,NFL16
CG55,PL5509
PL5509,NFL1
CG10,PL5516
PL5516,NFL11
CG294,PL5739
PL5739,NFL4
CG318,PL5945
PL5945,NFL28
CG14,PL5963
PL5963,NFL21
CG99,PL5964
PL5964,NFL12
CG52,PL5976
PL5976,NFL3
CG33,PL6018
PL6018,NFL11
CG10,PL6204
PL6204,NFL7
CG25,PL6208
PL6208,NFL13
CG55,PL6222
PL6222,NFL20
CG231,PL6233
PL6233,NFL11
CG19,PL6259
PL6259,NFL18
CG28,PL6285
PL6285,NFL18
CG88,PL6293
PL6293,NFL11
CG50,PL6456
PL6456,NFL22
CG164,PL6460
PL6460,NFL11
CG332,PL6493
PL6493,NFL1
CG78,PL6503
PL6503,NFL19
CG234,PL6507
PL6507,NFL14
CG31,PL6511
PL6511,NFL13
CG10,PL6528
PL6528,NFL18
CG20,PL6650
PL6650,NFL11
CG64,PL6663
PL6663,NFL20
CG132,PL6669
PL6669,NFL27
CG33,PL6676
PL6676,NFL2
CG14,PL6692
PL6692,NFL14
CG64,PL6702
PL6702,NFL23
CG104,PL6728
PL6728,NFL29
CG3,PL6880
PL6880,NFL16
CG91,PL6905
PL6905,NFL23
CG10,PL6912
PL6912,NFL11
CG143,PL6921
PL6921,NFL2
CG68,PL6946
PL6946,NFL12
CG50,PL7204
PL7204,NFL12
CG7,PL7213
PL7213,NFL1
CG309,PL7215
PL7215,NFL24
CG347,PL7245
PL7245,NFL27
CG320,PL7246
PL7246,NFL23
CG110,PL7254
PL7254,NFL16
CG348,PL7263
PL7263,NFL29
CG122,PL7538
PL7538,NFL0
CG62,PL7551
PL7551,NFL9
CG96,PL7552
PL7552,NFL26
CG110,PL7553
PL7553,NFL14
CG139,PL7563
PL7563,NFL2
CG127,PL7582
PL7582,NFL11
CG42,PL7592
PL7592,NFL0
CG33,PL7603
PL7603,NFL28
CG361,PL7615
PL7615,NFL18
CG368,PL7880
PL7880,NFL2
CG189,PL7886
PL7886,NFL5
CG105,PL7896
PL7896,NFL11
CG11,PL7937
PL7937,NFL22
CG123,PL8214
PL8214,NFL20
CG137,PL8543
PL8543,NFL9
CG85,PL8568
PL8568,NFL20
CG301,PL8571
PL8571,NFL9
CG21,PL8596
PL8596,NFL7
CG62,PL8881
PL8881,NFL23
CG391,PL8890
PL8890,NFL9
CG15,PL8901
PL8901,NFL14
CG55,PL9201
PL9201,NFL30
CG19,PL9202
PL9202,NFL29
CG100,PL9230
PL9230,NFL16
CG80,PL9246
PL9246,NFL30
CG4,PL9266
PL9266,NFL27
CG111,PL9282
PL9282,NFL12
CG107,PL9544
PL9544,NFL1
CG6,PL9564
PL9564,NFL20
CG22,PL9596
PL9596,NFL28
CG30,PL9878
PL9878,NFL28
CG7,PL9926
PL9926,NFL12
CG195,PL9945
PL9945,NFL16
CG107,PL9946
PL9946,NFL24
CG63,PL10205
PL10205,NFL24
CG115,PL10224
PL10224,NFL18
CG96,PL10264
PL10264,NFL8
CG243,PL10272
PL10272,NFL16
CG61,PL10545
PL10545,NFL14
CG23,PL10609
PL10609,NFL9
CG4,PL10872
PL10872,NFL28
CG41,PL10915
PL10915,NFL18
CG323,PL10923
PL10923,NFL9
CG87,PL10924
PL10924,NFL7
CG332,PL11243
PL11243,NFL16
CG100,PL11259
PL11259,NFL10
CG32,PL11274
PL11274,NFL26
CG41,PL11279
PL11279,NFL18
CG9,PL11569
PL11569,NFL7
CG23,PL11578
PL11578,NFL14
CG104,PL11582
PL11582,NFL12
CG66,PL11594
PL11594,NFL1
CG32,PL11878
PL11878,NFL3
CG22,PL11896
PL11896,NFL2
CG226,PL11906
PL11906,NFL19
CG41,PL11922
PL11922,NFL8
CG5,PL11923
PL11923,NFL2
CG78,PL11927
PL11927,NFL19
CG168,PL11939
PL11939,NFL10
CG42,PL12214
PL12214,NFL30
CG238,PL12678
PL12678,NFL14
CG175,PL12690
PL12690,NFL10
CG54,PL12746
PL12746,NFL30
CG27,PL13113
PL13113,NFL13
CG31,PL13120
PL13120,NFL11
CG46,PL13129
PL13129,NFL9
CG100,PL13173
PL13173,NFL7
