ID,Label,Node Type,All Pros,Pro Bowls,Draft Age,Year Drafted,Round Selected,Pick In Round,Position,College,NFLTeam
PL6112,Barret Robbins,Player,1,1,22,1995,2,49,C,TCU,OAK
PL6293,Adam Timmerman,Player,0,1,24,1995,7,230,G,South Dakota St.,GNB
PL6330,Todd Steussie,Player,0,2,23,1994,1,19,T,California,MIN
PL6342,Tre' Johnson,Player,0,1,23,1994,2,31,G,Temple,WAS
PL6347,Kevin Mawae HOF,Player,3,8,23,1994,2,36,C,LSU,SEA
PL6357,Larry Allen HOF,Player,6,11,22,1994,2,46,G,Sonoma St.,DAL
PL6376,Tim Ruddy,Player,0,1,22,1994,2,65,C,Notre Dame,MIA
PL6528,Tom Nalen,Player,2,5,23,1994,7,218,C,Boston Col.,DEN
PL6540,Willie Roaf HOF,Player,4,11,23,1993,1,8,T,Louisiana Tech,NOR
PL6541,Lincoln Kennedy,Player,1,3,22,1993,1,9,T,Washington,ATL
PL6545,Brad Hopkins,Player,0,2,23,1993,1,13,T,Illinois,HOU
PL6606,Will Shields HOF,Player,2,12,21,1993,3,74,G,Nebraska,KAN
PL6628,Ron Stone,Player,0,3,22,1993,4,96,G,Boston Col.,DAL
PL6764,Bob Whitfield,Player,0,1,20,1992,1,8,T,Stanford,ATL
PL6767,Leon Searcy,Player,0,1,22,1992,1,11,T,Miami (FL),PIT
PL6846,Jeff Christy,Player,0,3,23,1992,4,91,C,Pittsburgh,PHO
PL7046,Kendall Gammon,Player,0,1,23,1992,11,291,C,Pittsburg St.,PIT
PL7161,Erik Williams,Player,2,4,22,1991,3,70,T,Central State (OH),DAL
PL7432,Richmond Webb,Player,2,7,23,1990,1,9,T,Texas A&M,MIA
PL7462,Keith Sims,Player,0,3,23,1990,2,39,G,Iowa St.,MIA
PL7463,Tim Grunhard,Player,0,1,22,1990,2,40,C,Notre Dame,KAN
PL7531,Tony Mayberry,Player,0,3,22,1990,4,108,C,Wake Forest,TAM
PL7603,Dave Szott,Player,1,0,22,1990,7,180,G,Penn St.,KAN
PL7783,Steve Wisniewski,Player,2,8,22,1989,2,29,G,Penn St.,DAL
PL7811,Mark Stepnoski,Player,0,5,22,1989,3,57,C,Pittsburgh,DAL
PL8017,Mark Schlereth,Player,0,2,23,1989,10,263,G,Idaho,WAS
