ID,Label,Node Type,All Pros,Pro Bowls,Draft Age,Round Selected,Pick In Round,Position
PL1127,Ramik Wilson,Player,0,0,23,4,118,ILB
PL1133,Kwon Alexander,Player,0,1,21,4,124,OLB
PL1136,Damien Wilson,Player,0,0,22,4,127,ILB
PL1138,Jake Ryan,Player,0,0,23,4,129,OLB
PL1149,Ben Heeney,Player,0,0,23,5,140,ILB
PL1150,Martrell Spaight,Player,0,0,22,5,141,OLB
PL1157,Davis Tull,Player,0,0,23,5,148,OLB
PL1162,Kyle Emanuel,Player,0,0,24,5,153,OLB
PL1170,Neiron Ball,Player,0,0,23,5,161,OLB
PL1180,D.J. Alexander,Player,0,1,23,5,172,OLB
PL1185,Deiontrez Mount,Player,0,0,22,6,177,OLB
PL1187,Max Valles,Player,0,0,21,6,179,OLB
PL1196,Tony Steward,Player,0,0,22,6,188,OLB
PL1215,Amarlo Herrera,Player,0,0,23,6,207,ILB
PL1219,Reshard Cliett,Player,0,0,23,6,211,OLB
PL1227,Hayes Pullard,Player,0,0,23,7,219,ILB
PL1232,Bryce Hager,Player,0,0,23,7,224,ILB
PL1240,Edmond Robinson,Player,0,0,23,7,232,OLB
PL1244,Mark Nzeocha,Player,0,0,25,7,236,OLB
PL1261,Xzavier Dickson,Player,0,0,,7,253,OLB
CG19,Georgia,College,0,0,0,0,0,0
CG102,Virginia Tech,College,0,0,0,0,0,0
CG59,Boise St.,College,0,0,0,0,0,0
CG2,Alabama,College,0,0,0,0,0,0
CG10,Boston Col.,College,0,0,0,0,0,0
CG54,USC,College,0,0,0,0,0,0
CG76,Rutgers,College,0,0,0,0,0,0
CG47,BYU,College,0,0,0,0,0,0
CG1,Ohio St.,College,0,0,0,0,0,0
CG70,Texas,College,0,0,0,0,0,0
CG30,Vanderbilt,College,0,0,0,0,0,0
CG3,Clemson,College,0,0,0,0,0,0
CG7,Iowa,College,0,0,0,0,0,0
CG25,Mississippi,College,0,0,0,0,0,0
CG36,Central Florida,College,0,0,0,0,0,0
CG123,Purdue,College,0,0,0,0,0,0
CG39,Virginia,College,0,0,0,0,0,0
CG21,Arizona St.,College,0,0,0,0,0,0
CG46,Wisconsin,College,0,0,0,0,0,0
CG20,Washington,College,0,0,0,0,0,0
CG18,TCU,College,0,0,0,0,0,0
CG74,North Carolina,College,0,0,0,0,0,0
CG79,SE Missouri St.,College,0,0,0,0,0,0
CG28,Missouri,College,0,0,0,0,0,0
CG8,Houston,College,0,0,0,0,0,0
CG27,Kansas St.,College,0,0,0,0,0,0
CG45,Florida Atlantic,College,0,0,0,0,0,0
CG4,LSU,College,0,0,0,0,0,0
CG55,Auburn,College,0,0,0,0,0,0
CG9,Michigan,College,0,0,0,0,0,0
CG147,East. Washington,College,0,0,0,0,0,0
CG31,Utah,College,0,0,0,0,0,0
CG113,West. Michigan,College,0,0,0,0,0,0
CG17,Notre Dame,College,0,0,0,0,0,0
CG100,UCLA,College,0,0,0,0,0,0
CG85,Utah St.,College,0,0,0,0,0,0
CG58,West Virginia,College,0,0,0,0,0,0
CG69,Minnesota,College,0,0,0,0,0,0
CG23,Florida,College,0,0,0,0,0,0
CG83,Akron,College,0,0,0,0,0,0
CG176,Montana,College,0,0,0,0,0,0
CG0,Oklahoma,College,0,0,0,0,0,0
CG6,Kentucky,College,0,0,0,0,0,0
CG97,Colorado St.,College,0,0,0,0,0,0
CG180,East. Illinois,College,0,0,0,0,0,0
CG22,Temple,College,0,0,0,0,0,0
CG91,Arizona,College,0,0,0,0,0,0
CG66,Oregon,College,0,0,0,0,0,0
CG13,Mississippi St.,College,0,0,0,0,0,0
CG63,Miami (FL),College,0,0,0,0,0,0
CG132,Nebraska,College,0,0,0,0,0,0
CG103,Louisville,College,0,0,0,0,0,0
CG118,Kansas,College,0,0,0,0,0,0
CG62,Arkansas,College,0,0,0,0,0,0
CG162,Tenn-Chattanooga,College,0,0,0,0,0,0
CG72,North Dakota St.,College,0,0,0,0,0,0
CG153,Oregon St.,College,0,0,0,0,0,0
CG112,South Florida,College,0,0,0,0,0,0
CG41,Baylor,College,0,0,0,0,0,0
CG194,Newberry,College,0,0,0,0,0,0
CG80,Wyoming,College,0,0,0,0,0,0
NFL31,CHI,NFL Team,0,0,0,0,0,0
NFL8,BUF,NFL Team,0,0,0,0,0,0
NFL29,DAL,NFL Team,0,0,0,0,0,0
NFL17,TEN,NFL Team,0,0,0,0,0,0
NFL22,LAC,NFL Team,0,0,0,0,0,0
NFL25,IND,NFL Team,0,0,0,0,0,0
NFL1,SFO,NFL Team,0,0,0,0,0,0
NFL12,MIA,NFL Team,0,0,0,0,0,0
NFL10,CIN,NFL Team,0,0,0,0,0,0
NFL11,GNB,NFL Team,0,0,0,0,0,0
NFL28,KAN,NFL Team,0,0,0,0,0,0
NFL18,DEN,NFL Team,0,0,0,0,0,0
NFL15,CAR,NFL Team,0,0,0,0,0,0
NFL23,SEA,NFL Team,0,0,0,0,0,0
NFL24,NWE,NFL Team,0,0,0,0,0,0
NFL30,LAR,NFL Team,0,0,0,0,0,0
NFL4,TAM,NFL Team,0,0,0,0,0,0
NFL6,JAX,NFL Team,0,0,0,0,0,0
NFL9,PIT,NFL Team,0,0,0,0,0,0
NFL21,BAL,NFL Team,0,0,0,0,0,0
NFL14,WAS,NFL Team,0,0,0,0,0,0
NFL27,NOR,NFL Team,0,0,0,0,0,0
NFL16,MIN,NFL Team,0,0,0,0,0,0
NFL2,NYJ,NFL Team,0,0,0,0,0,0
NFL13,ATL,NFL Team,0,0,0,0,0,0
NFL26,CLE,NFL Team,0,0,0,0,0,0
NFL5,NYG,NFL Team,0,0,0,0,0,0
NFL3,OAK,NFL Team,0,0,0,0,0,0
NFL19,PHI,NFL Team,0,0,0,0,0,0
NFL20,HOU,NFL Team,0,0,0,0,0,0
